flux-corrected-1  | 2026-08-07T13:29:01.519582734Z Picked up JAVA_TOOL_OPTIONS: -Xms512m -Xmx2g -XX:+UseG1GC
flux-corrected-1  | 2026-08-07T13:29:35.443872280Z 2026-08-07 22:29:35.443  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u19-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10012
flux-corrected-1  | 2026-08-07T13:29:35.443995694Z 2026-08-07 22:29:35.443  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u20-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10011
flux-corrected-1  | 2026-08-07T13:29:35.451046712Z 2026-08-07 22:29:35.450  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u125-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4407
flux-corrected-1  | 2026-08-07T13:29:35.451401446Z 2026-08-07 22:29:35.451  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u127-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4424
flux-corrected-1  | 2026-08-07T13:29:35.469067558Z 2026-08-07 22:29:35.467  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u123-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5610
flux-corrected-1  | 2026-08-07T13:29:35.469130547Z 2026-08-07 22:29:35.468  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u51-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4883
flux-corrected-1  | 2026-08-07T13:29:35.472360890Z 2026-08-07 22:29:35.472  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u64-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4722
flux-corrected-1  | 2026-08-07T13:29:35.472398704Z 2026-08-07 22:29:35.472  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u116-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4722
flux-corrected-1  | 2026-08-07T13:29:35.530549894Z 2026-08-07 22:29:35.530  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u55-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4941
flux-corrected-1  | 2026-08-07T13:29:35.530850205Z 2026-08-07 22:29:35.530  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u59-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4937
flux-corrected-1  | 2026-08-07T13:29:35.532894509Z 2026-08-07 22:29:35.532  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u70-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4944
flux-corrected-1  | 2026-08-07T13:29:35.532930986Z 2026-08-07 22:29:35.532  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u65-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4782
flux-corrected-1  | 2026-08-07T13:29:35.533149253Z 2026-08-07 22:29:35.532  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u128-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4781
flux-corrected-1  | 2026-08-07T13:29:35.538274784Z 2026-08-07 22:29:35.537  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u87-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4907
flux-corrected-1  | 2026-08-07T13:29:35.542998365Z 2026-08-07 22:29:35.542  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u124-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5573
flux-corrected-1  | 2026-08-07T13:29:35.545228359Z 2026-08-07 22:29:35.544  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u23-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5113
flux-corrected-1  | 2026-08-07T13:29:35.547966821Z 2026-08-07 22:29:35.547  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u157-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.549261771Z 2026-08-07 22:29:35.548  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u83-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.550514355Z 2026-08-07 22:29:35.550  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u84-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.551211436Z 2026-08-07 22:29:35.550  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u158-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.553526544Z 2026-08-07 22:29:35.553 ERROR 1 --- [     parallel-1] reactor.core.publisher.Operators         : Operator called default onErrorDropped
flux-corrected-1  | 2026-08-07T13:29:35.553554805Z 
flux-corrected-1  | 2026-08-07T13:29:35.553557678Z com.example.doenggameflux.dispatcher.DispatcherDeadlineExceededException: dispatcher deadline exceeded: dispatcher=storage, requestId=SINK-C400-Q3-SERIALIZED-R1-u85-m1, phase=DURING_EXECUTION
flux-corrected-1  | 2026-08-07T13:29:35.553559578Z 	at com.example.doenggameflux.dispatcher.AbstractSinkDispatcher.deadline(AbstractSinkDispatcher.java:174) ~[classes!/:na]
flux-corrected-1  | 2026-08-07T13:29:35.553561764Z 	at com.example.doenggameflux.dispatcher.AbstractSinkDispatcher.normalize(AbstractSinkDispatcher.java:161) ~[classes!/:na]
flux-corrected-1  | 2026-08-07T13:29:35.553563373Z 	at com.example.doenggameflux.dispatcher.AbstractSinkDispatcher.lambda$process$6(AbstractSinkDispatcher.java:134) ~[classes!/:na]
flux-corrected-1  | 2026-08-07T13:29:35.553564830Z 	at reactor.core.publisher.FluxOnErrorResume$ResumeSubscriber.onError(FluxOnErrorResume.java:94) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553566428Z 	at reactor.core.publisher.FluxPeek$PeekSubscriber.onError(FluxPeek.java:222) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553567874Z 	at reactor.core.publisher.Operators$MultiSubscriptionSubscriber.onError(Operators.java:2065) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553569337Z 	at reactor.core.publisher.SerializedSubscriber.onError(SerializedSubscriber.java:124) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553570744Z 	at reactor.core.publisher.SerializedSubscriber.onError(SerializedSubscriber.java:124) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553572302Z 	at reactor.core.publisher.FluxTimeout$TimeoutMainSubscriber.handleTimeout(FluxTimeout.java:295) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553573789Z 	at reactor.core.publisher.FluxTimeout$TimeoutMainSubscriber.doTimeout(FluxTimeout.java:280) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553575395Z 	at reactor.core.publisher.FluxTimeout$TimeoutTimeoutSubscriber.onNext(FluxTimeout.java:419) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553576953Z 	at reactor.core.publisher.FluxOnErrorReturn$ReturnSubscriber.onNext(FluxOnErrorReturn.java:162) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553578374Z 	at reactor.core.publisher.MonoDelay$MonoDelayRunnable.propagateDelay(MonoDelay.java:271) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553604015Z 	at reactor.core.publisher.MonoDelay$MonoDelayRunnable.run(MonoDelay.java:286) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553606795Z 	at reactor.core.scheduler.SchedulerTask.call(SchedulerTask.java:68) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553608581Z 	at reactor.core.scheduler.SchedulerTask.call(SchedulerTask.java:28) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:35.553610086Z 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264) ~[na:na]
flux-corrected-1  | 2026-08-07T13:29:35.553611515Z 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304) ~[na:na]
flux-corrected-1  | 2026-08-07T13:29:35.553613222Z 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) ~[na:na]
flux-corrected-1  | 2026-08-07T13:29:35.553614659Z 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) ~[na:na]
flux-corrected-1  | 2026-08-07T13:29:35.553616076Z 	at java.base/java.lang.Thread.run(Thread.java:829) ~[na:na]
flux-corrected-1  | 2026-08-07T13:29:35.553617485Z 
flux-corrected-1  | 2026-08-07T13:29:35.553618931Z 2026-08-07 22:29:35.553  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u85-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.555904127Z 2026-08-07 22:29:35.555  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u160-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.559237317Z 2026-08-07 22:29:35.558  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u119-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4610
flux-corrected-1  | 2026-08-07T13:29:35.647615599Z 2026-08-07 22:29:35.647  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u67-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4894
flux-corrected-1  | 2026-08-07T13:29:35.651571933Z 2026-08-07 22:29:35.651  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u86-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10027
flux-corrected-1  | 2026-08-07T13:29:35.651903341Z 2026-08-07 22:29:35.651  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u96-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10011
flux-corrected-1  | 2026-08-07T13:29:35.653047855Z 2026-08-07 22:29:35.652  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u176-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5199
flux-corrected-1  | 2026-08-07T13:29:35.653749771Z 2026-08-07 22:29:35.653  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u72-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5020
flux-corrected-1  | 2026-08-07T13:29:35.653987263Z 2026-08-07 22:29:35.653  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u124-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4904
flux-corrected-1  | 2026-08-07T13:29:35.654218743Z 2026-08-07 22:29:35.654  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u122-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4906
flux-corrected-1  | 2026-08-07T13:29:35.660008240Z 2026-08-07 22:29:35.659  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u12-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5034
flux-corrected-1  | 2026-08-07T13:29:35.660045854Z 2026-08-07 22:29:35.659  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u92-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4735
flux-corrected-1  | 2026-08-07T13:29:35.663232538Z 2026-08-07 22:29:35.662  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u35-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5204
flux-corrected-1  | 2026-08-07T13:29:35.725735205Z 2026-08-07 22:29:35.725  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u63-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5094
flux-corrected-1  | 2026-08-07T13:29:35.725788237Z 2026-08-07 22:29:35.725  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u147-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4800
flux-corrected-1  | 2026-08-07T13:29:35.727679000Z 2026-08-07 22:29:35.727  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u179-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10103
flux-corrected-1  | 2026-08-07T13:29:35.727992300Z 2026-08-07 22:29:35.727  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u21-f18 method=POST path=/game/face status=503 signal=onComplete latencyMs=4668
flux-corrected-1  | 2026-08-07T13:29:35.728988208Z 2026-08-07 22:29:35.728  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u165-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10078
flux-corrected-1  | 2026-08-07T13:29:35.729277026Z 2026-08-07 22:29:35.729  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u166-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10075
flux-corrected-1  | 2026-08-07T13:29:35.730211720Z 2026-08-07 22:29:35.729  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u37-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4999
flux-corrected-1  | 2026-08-07T13:29:35.730607465Z 2026-08-07 22:29:35.730  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u45-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4998
flux-corrected-1  | 2026-08-07T13:29:35.730623810Z 2026-08-07 22:29:35.730  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u103-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4795
flux-corrected-1  | 2026-08-07T13:29:35.732008792Z 2026-08-07 22:29:35.731  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u161-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4705
flux-corrected-1  | 2026-08-07T13:29:35.733837459Z 2026-08-07 22:29:35.733  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u129-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4980
flux-corrected-1  | 2026-08-07T13:29:35.733962546Z 2026-08-07 22:29:35.733  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u29-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5281
flux-corrected-1  | 2026-08-07T13:29:35.737069801Z 2026-08-07 22:29:35.736  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u38-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5277
flux-corrected-1  | 2026-08-07T13:29:35.742429146Z 2026-08-07 22:29:35.742  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u142-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4690
flux-corrected-1  | 2026-08-07T13:29:35.742832998Z 2026-08-07 22:29:35.742  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u178-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5288
flux-corrected-1  | 2026-08-07T13:29:35.747701432Z 2026-08-07 22:29:35.744  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u7-f18 method=POST path=/game/face status=503 signal=onComplete latencyMs=4620
flux-corrected-1  | 2026-08-07T13:29:35.747811542Z 2026-08-07 22:29:35.745  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u77-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.747818037Z 2026-08-07 22:29:35.746  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u98-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=5106
flux-corrected-1  | 2026-08-07T13:29:35.747821011Z 2026-08-07 22:29:35.746  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u167-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10091
flux-corrected-1  | 2026-08-07T13:29:35.748806457Z 2026-08-07 22:29:35.748  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u78-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
